id,title,author,text,label
188,Japan Launches Next-Generation Satellite to Track Climate Change Impacts - ID 188,Reporter 29,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
189,Federal Reserve Keeps Interest Rates Steady Amid Cooling Inflation - ID 189,Reporter 25,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
190,Senate Passes Landmark Infrastructure Bill with Bipartisan Support - ID 190,Reporter 13,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
191,Microsoft Announces Partnership to Enhance Cyber Defense Infrastructure - ID 191,Reporter 11,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
192,PROOF: Government Uses Weather Satellites to Control Local Election Results - ID 192,Anonymous Source,"Astronomers at a private observatory have sounded the alarm on an incoming celestial body. Despite official space agency statements claiming the object will pass harmlessly, independent experts suggest a total direct impact is inevitable by next Tuesday. Stock up on supplies immediately before markets close.",1
193,ALERT: Major Banks to Wipe Out All Customer Balances by Midnight - ID 193,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
194,Japan Launches Next-Generation Satellite to Track Climate Change Impacts - ID 194,Reporter 25,"The World Health Organization has officially cleared a breakthrough malaria vaccine for pediatric use. After successful Phase III clinical trials involving over ten thousand children, the vaccine proved to be 78% effective at preventing severe infections. Health ministers across sub-Saharan Africa welcomed the announcement.",0
195,Leaked Audio: Famous Actor Admits to Being a Hologram Controlled by AI - ID 195,Anonymous Source,"In a shocking development, leaked emails suggest a tech billionaire is currently negotiating the purchase of sovereign land in the Mediterranean. The reports claim he plans to establish a private zone free from data privacy regulations. Officials have not commented on the authenticity of the emails.",1
196,Apple Unveils M4 Pro Chips with Next-Generation AI Engines - ID 196,Reporter 3,"The World Health Organization has officially cleared a breakthrough malaria vaccine for pediatric use. After successful Phase III clinical trials involving over ten thousand children, the vaccine proved to be 78% effective at preventing severe infections. Health ministers across sub-Saharan Africa welcomed the announcement.",0
197,SHOCK REPORT: Secret Labs Found Processing Alien DNA in Underground Facilities - ID 197,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
198,Japan Launches Next-Generation Satellite to Track Climate Change Impacts - ID 198,Reporter 24,"The World Health Organization has officially cleared a breakthrough malaria vaccine for pediatric use. After successful Phase III clinical trials involving over ten thousand children, the vaccine proved to be 78% effective at preventing severe infections. Health ministers across sub-Saharan Africa welcomed the announcement.",0
199,Apple Unveils M4 Pro Chips with Next-Generation AI Engines - ID 199,Reporter 17,"In a major legislative victory, the Senate has passed a sweeping infrastructure bill yesterday. The legislation, which was approved with a 68-32 bipartisan vote, earmarks billions of dollars for highway improvements, clean water initiatives, and high-speed broadband expansion. 'This is a historic investment in our nation's future,' the President remarked during a press conference.",0
200,Doctors Warn: Eating Broccoli Could Turn Your Immune System Against You - ID 200,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
201,Newly Discovered Document Proves Shakespeare Was Actually a Time Traveler - ID 201,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
202,Global Summit Agrees on New Carbon Emission Reduction Targets - ID 202,Reporter 17,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
203,Global Summit Agrees on New Carbon Emission Reduction Targets - ID 203,Reporter 20,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
204,BREAKING: Area 51 Opens Gates to Public Following Unprecedented Hack - ID 204,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
205,Doctors Warn: Eating Broccoli Could Turn Your Immune System Against You - ID 205,Anonymous Source,"In a shocking development, leaked emails suggest a tech billionaire is currently negotiating the purchase of sovereign land in the Mediterranean. The reports claim he plans to establish a private zone free from data privacy regulations. Officials have not commented on the authenticity of the emails.",1
206,NASA's Artemis III Mission Announces Astronaut Crew for Moon Landing - ID 206,Reporter 11,"The World Health Organization has officially cleared a breakthrough malaria vaccine for pediatric use. After successful Phase III clinical trials involving over ten thousand children, the vaccine proved to be 78% effective at preventing severe infections. Health ministers across sub-Saharan Africa welcomed the announcement.",0
207,SHOCK REPORT: Secret Labs Found Processing Alien DNA in Underground Facilities - ID 207,Anonymous Source,"Astronomers at a private observatory have sounded the alarm on an incoming celestial body. Despite official space agency statements claiming the object will pass harmlessly, independent experts suggest a total direct impact is inevitable by next Tuesday. Stock up on supplies immediately before markets close.",1
208,Secret Deal: Tech Giant CEO to Buy Small European Country to Host Private Servers - ID 208,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
209,Global Summit Agrees on New Carbon Emission Reduction Targets - ID 209,Reporter 7,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
210,Scientists Reveal: Water on Mars Actually Tastes Like Lemon Juice - ID 210,Anonymous Source,"A shocking new report circulating on social media claims that recent shifts in storm patterns were fully artificial. Analysts claim that weather-altering lasers mounted on communication arrays were activated during the primary elections. While official spokesmen denied the claims, local online activists say they have raw frequency logs.",1
211,Secret Deal: Tech Giant CEO to Buy Small European Country to Host Private Servers - ID 211,Anonymous Source,"A shocking new report circulating on social media claims that recent shifts in storm patterns were fully artificial. Analysts claim that weather-altering lasers mounted on communication arrays were activated during the primary elections. While official spokesmen denied the claims, local online activists say they have raw frequency logs.",1
212,Retail Sales Rise Unexpectedly in May Indicating Strong Economy - ID 212,Reporter 15,"The World Health Organization has officially cleared a breakthrough malaria vaccine for pediatric use. After successful Phase III clinical trials involving over ten thousand children, the vaccine proved to be 78% effective at preventing severe infections. Health ministers across sub-Saharan Africa welcomed the announcement.",0
213,Retail Sales Rise Unexpectedly in May Indicating Strong Economy - ID 213,Reporter 5,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
214,WHO Approves New Malaria Vaccine for Distribution in Africa - ID 214,Reporter 26,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
215,Secret Deal: Tech Giant CEO to Buy Small European Country to Host Private Servers - ID 215,Anonymous Source,"Astronomers at a private observatory have sounded the alarm on an incoming celestial body. Despite official space agency statements claiming the object will pass harmlessly, independent experts suggest a total direct impact is inevitable by next Tuesday. Stock up on supplies immediately before markets close.",1
216,Secret Deal: Tech Giant CEO to Buy Small European Country to Host Private Servers - ID 216,Anonymous Source,"A shocking new report circulating on social media claims that recent shifts in storm patterns were fully artificial. Analysts claim that weather-altering lasers mounted on communication arrays were activated during the primary elections. While official spokesmen denied the claims, local online activists say they have raw frequency logs.",1
217,Lionel Messi Leads Inter Miami to Historical League Victory - ID 217,Reporter 8,"In a major legislative victory, the Senate has passed a sweeping infrastructure bill yesterday. The legislation, which was approved with a 68-32 bipartisan vote, earmarks billions of dollars for highway improvements, clean water initiatives, and high-speed broadband expansion. 'This is a historic investment in our nation's future,' the President remarked during a press conference.",0
218,Newly Discovered Document Proves Shakespeare Was Actually a Time Traveler - ID 218,Anonymous Source,"Astronomers at a private observatory have sounded the alarm on an incoming celestial body. Despite official space agency statements claiming the object will pass harmlessly, independent experts suggest a total direct impact is inevitable by next Tuesday. Stock up on supplies immediately before markets close.",1
219,NASA Confirms Giant Asteroid Will Wipe Out Earth Next Tuesday (NASA Tries to Hide It!) - ID 219,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
220,ALERT: Major Banks to Wipe Out All Customer Balances by Midnight - ID 220,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
221,Global Summit Agrees on New Carbon Emission Reduction Targets - ID 221,Reporter 9,"The World Health Organization has officially cleared a breakthrough malaria vaccine for pediatric use. After successful Phase III clinical trials involving over ten thousand children, the vaccine proved to be 78% effective at preventing severe infections. Health ministers across sub-Saharan Africa welcomed the announcement.",0
222,Leaked Audio: Famous Actor Admits to Being a Hologram Controlled by AI - ID 222,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
223,Japan Launches Next-Generation Satellite to Track Climate Change Impacts - ID 223,Reporter 25,"In a major legislative victory, the Senate has passed a sweeping infrastructure bill yesterday. The legislation, which was approved with a 68-32 bipartisan vote, earmarks billions of dollars for highway improvements, clean water initiatives, and high-speed broadband expansion. 'This is a historic investment in our nation's future,' the President remarked during a press conference.",0
224,Apple Unveils M4 Pro Chips with Next-Generation AI Engines - ID 224,Reporter 9,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
225,Apple Unveils M4 Pro Chips with Next-Generation AI Engines - ID 225,Reporter 1,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
226,WHO Approves New Malaria Vaccine for Distribution in Africa - ID 226,Reporter 12,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
227,BREAKING: Area 51 Opens Gates to Public Following Unprecedented Hack - ID 227,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
228,Apple Unveils M4 Pro Chips with Next-Generation AI Engines - ID 228,Reporter 26,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
229,NASA's Artemis III Mission Announces Astronaut Crew for Moon Landing - ID 229,Reporter 19,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
230,Doctors Warn: Eating Broccoli Could Turn Your Immune System Against You - ID 230,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
231,Federal Reserve Keeps Interest Rates Steady Amid Cooling Inflation - ID 231,Reporter 13,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
232,Doctors Warn: Eating Broccoli Could Turn Your Immune System Against You - ID 232,Anonymous Source,"Astronomers at a private observatory have sounded the alarm on an incoming celestial body. Despite official space agency statements claiming the object will pass harmlessly, independent experts suggest a total direct impact is inevitable by next Tuesday. Stock up on supplies immediately before markets close.",1
233,ALERT: Major Banks to Wipe Out All Customer Balances by Midnight - ID 233,Anonymous Source,"Astronomers at a private observatory have sounded the alarm on an incoming celestial body. Despite official space agency statements claiming the object will pass harmlessly, independent experts suggest a total direct impact is inevitable by next Tuesday. Stock up on supplies immediately before markets close.",1
234,Senate Passes Landmark Infrastructure Bill with Bipartisan Support - ID 234,Reporter 13,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
235,Leaked Audio: Famous Actor Admits to Being a Hologram Controlled by AI - ID 235,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
236,Microsoft Announces Partnership to Enhance Cyber Defense Infrastructure - ID 236,Reporter 18,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
237,NASA's Artemis III Mission Announces Astronaut Crew for Moon Landing - ID 237,Reporter 30,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
238,NASA Confirms Giant Asteroid Will Wipe Out Earth Next Tuesday (NASA Tries to Hide It!) - ID 238,Anonymous Source,"A shocking new report circulating on social media claims that recent shifts in storm patterns were fully artificial. Analysts claim that weather-altering lasers mounted on communication arrays were activated during the primary elections. While official spokesmen denied the claims, local online activists say they have raw frequency logs.",1
239,BREAKING: Area 51 Opens Gates to Public Following Unprecedented Hack - ID 239,Anonymous Source,"Astronomers at a private observatory have sounded the alarm on an incoming celestial body. Despite official space agency statements claiming the object will pass harmlessly, independent experts suggest a total direct impact is inevitable by next Tuesday. Stock up on supplies immediately before markets close.",1
240,Apple Unveils M4 Pro Chips with Next-Generation AI Engines - ID 240,Reporter 29,"The World Health Organization has officially cleared a breakthrough malaria vaccine for pediatric use. After successful Phase III clinical trials involving over ten thousand children, the vaccine proved to be 78% effective at preventing severe infections. Health ministers across sub-Saharan Africa welcomed the announcement.",0
241,PROOF: Government Uses Weather Satellites to Control Local Election Results - ID 241,Anonymous Source,"A shocking new report circulating on social media claims that recent shifts in storm patterns were fully artificial. Analysts claim that weather-altering lasers mounted on communication arrays were activated during the primary elections. While official spokesmen denied the claims, local online activists say they have raw frequency logs.",1
242,Doctors Warn: Eating Broccoli Could Turn Your Immune System Against You - ID 242,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
243,Microsoft Announces Partnership to Enhance Cyber Defense Infrastructure - ID 243,Reporter 20,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
244,NASA's Artemis III Mission Announces Astronaut Crew for Moon Landing - ID 244,Reporter 21,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
245,Microsoft Announces Partnership to Enhance Cyber Defense Infrastructure - ID 245,Reporter 25,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
246,Scientists Reveal: Water on Mars Actually Tastes Like Lemon Juice - ID 246,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
247,ALERT: Major Banks to Wipe Out All Customer Balances by Midnight - ID 247,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
248,Newly Discovered Document Proves Shakespeare Was Actually a Time Traveler - ID 248,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
249,Senate Passes Landmark Infrastructure Bill with Bipartisan Support - ID 249,Reporter 21,"In a major legislative victory, the Senate has passed a sweeping infrastructure bill yesterday. The legislation, which was approved with a 68-32 bipartisan vote, earmarks billions of dollars for highway improvements, clean water initiatives, and high-speed broadband expansion. 'This is a historic investment in our nation's future,' the President remarked during a press conference.",0
250,Japan Launches Next-Generation Satellite to Track Climate Change Impacts - ID 250,Reporter 1,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
251,Leaked Audio: Famous Actor Admits to Being a Hologram Controlled by AI - ID 251,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
252,PROOF: Government Uses Weather Satellites to Control Local Election Results - ID 252,Anonymous Source,"In a shocking development, leaked emails suggest a tech billionaire is currently negotiating the purchase of sovereign land in the Mediterranean. The reports claim he plans to establish a private zone free from data privacy regulations. Officials have not commented on the authenticity of the emails.",1
253,NASA's Artemis III Mission Announces Astronaut Crew for Moon Landing - ID 253,Reporter 30,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
254,Lionel Messi Leads Inter Miami to Historical League Victory - ID 254,Reporter 25,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
255,Leaked Audio: Famous Actor Admits to Being a Hologram Controlled by AI - ID 255,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
256,Japan Launches Next-Generation Satellite to Track Climate Change Impacts - ID 256,Reporter 22,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
257,Newly Discovered Document Proves Shakespeare Was Actually a Time Traveler - ID 257,Anonymous Source,"Astronomers at a private observatory have sounded the alarm on an incoming celestial body. Despite official space agency statements claiming the object will pass harmlessly, independent experts suggest a total direct impact is inevitable by next Tuesday. Stock up on supplies immediately before markets close.",1
258,Federal Reserve Keeps Interest Rates Steady Amid Cooling Inflation - ID 258,Reporter 8,"In a major legislative victory, the Senate has passed a sweeping infrastructure bill yesterday. The legislation, which was approved with a 68-32 bipartisan vote, earmarks billions of dollars for highway improvements, clean water initiatives, and high-speed broadband expansion. 'This is a historic investment in our nation's future,' the President remarked during a press conference.",0
259,Secret Deal: Tech Giant CEO to Buy Small European Country to Host Private Servers - ID 259,Anonymous Source,"In a shocking development, leaked emails suggest a tech billionaire is currently negotiating the purchase of sovereign land in the Mediterranean. The reports claim he plans to establish a private zone free from data privacy regulations. Officials have not commented on the authenticity of the emails.",1
260,NASA Confirms Giant Asteroid Will Wipe Out Earth Next Tuesday (NASA Tries to Hide It!) - ID 260,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
261,PROOF: Government Uses Weather Satellites to Control Local Election Results - ID 261,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
262,Secret Deal: Tech Giant CEO to Buy Small European Country to Host Private Servers - ID 262,Anonymous Source,"Astronomers at a private observatory have sounded the alarm on an incoming celestial body. Despite official space agency statements claiming the object will pass harmlessly, independent experts suggest a total direct impact is inevitable by next Tuesday. Stock up on supplies immediately before markets close.",1
263,BREAKING: Area 51 Opens Gates to Public Following Unprecedented Hack - ID 263,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
264,Federal Reserve Keeps Interest Rates Steady Amid Cooling Inflation - ID 264,Reporter 10,"In a major legislative victory, the Senate has passed a sweeping infrastructure bill yesterday. The legislation, which was approved with a 68-32 bipartisan vote, earmarks billions of dollars for highway improvements, clean water initiatives, and high-speed broadband expansion. 'This is a historic investment in our nation's future,' the President remarked during a press conference.",0
265,Apple Unveils M4 Pro Chips with Next-Generation AI Engines - ID 265,Reporter 20,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
266,Senate Passes Landmark Infrastructure Bill with Bipartisan Support - ID 266,Reporter 26,"In a major legislative victory, the Senate has passed a sweeping infrastructure bill yesterday. The legislation, which was approved with a 68-32 bipartisan vote, earmarks billions of dollars for highway improvements, clean water initiatives, and high-speed broadband expansion. 'This is a historic investment in our nation's future,' the President remarked during a press conference.",0
267,Microsoft Announces Partnership to Enhance Cyber Defense Infrastructure - ID 267,Reporter 28,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
268,ALERT: Major Banks to Wipe Out All Customer Balances by Midnight - ID 268,Anonymous Source,"Astronomers at a private observatory have sounded the alarm on an incoming celestial body. Despite official space agency statements claiming the object will pass harmlessly, independent experts suggest a total direct impact is inevitable by next Tuesday. Stock up on supplies immediately before markets close.",1
269,BREAKING: Area 51 Opens Gates to Public Following Unprecedented Hack - ID 269,Anonymous Source,"In a shocking development, leaked emails suggest a tech billionaire is currently negotiating the purchase of sovereign land in the Mediterranean. The reports claim he plans to establish a private zone free from data privacy regulations. Officials have not commented on the authenticity of the emails.",1
270,Senate Passes Landmark Infrastructure Bill with Bipartisan Support - ID 270,Reporter 29,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
271,Senate Passes Landmark Infrastructure Bill with Bipartisan Support - ID 271,Reporter 13,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
272,Japan Launches Next-Generation Satellite to Track Climate Change Impacts - ID 272,Reporter 16,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
273,Doctors Warn: Eating Broccoli Could Turn Your Immune System Against You - ID 273,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
274,Senate Passes Landmark Infrastructure Bill with Bipartisan Support - ID 274,Reporter 28,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
275,Scientists Reveal: Water on Mars Actually Tastes Like Lemon Juice - ID 275,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
276,Global Summit Agrees on New Carbon Emission Reduction Targets - ID 276,Reporter 9,"In a major legislative victory, the Senate has passed a sweeping infrastructure bill yesterday. The legislation, which was approved with a 68-32 bipartisan vote, earmarks billions of dollars for highway improvements, clean water initiatives, and high-speed broadband expansion. 'This is a historic investment in our nation's future,' the President remarked during a press conference.",0
277,Leaked Audio: Famous Actor Admits to Being a Hologram Controlled by AI - ID 277,Anonymous Source,"In a shocking development, leaked emails suggest a tech billionaire is currently negotiating the purchase of sovereign land in the Mediterranean. The reports claim he plans to establish a private zone free from data privacy regulations. Officials have not commented on the authenticity of the emails.",1
278,Retail Sales Rise Unexpectedly in May Indicating Strong Economy - ID 278,Reporter 7,"The World Health Organization has officially cleared a breakthrough malaria vaccine for pediatric use. After successful Phase III clinical trials involving over ten thousand children, the vaccine proved to be 78% effective at preventing severe infections. Health ministers across sub-Saharan Africa welcomed the announcement.",0
279,WHO Approves New Malaria Vaccine for Distribution in Africa - ID 279,Reporter 15,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
280,Apple Unveils M4 Pro Chips with Next-Generation AI Engines - ID 280,Reporter 23,"In a major legislative victory, the Senate has passed a sweeping infrastructure bill yesterday. The legislation, which was approved with a 68-32 bipartisan vote, earmarks billions of dollars for highway improvements, clean water initiatives, and high-speed broadband expansion. 'This is a historic investment in our nation's future,' the President remarked during a press conference.",0
281,Japan Launches Next-Generation Satellite to Track Climate Change Impacts - ID 281,Reporter 17,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
